id,physical_description,unit_capture,size,len_comp_size,size_comp_flag,width,height,optional
31591,18x14cm folded; 18x28cm open,cm,7.02X5.46 folded;7.02X10.92 open,32,1,,,
31592,20.5x13cm folded; 20.5x39cm open,cm,8.0X5.07 folded;8.0X15.21 open,30,1,,,
31593,28x21.5cm,cm,10.92X8.38,,0,28.0,21.5,
31594,23x15cm folded; 23x30cm open,cm,8.97X5.85 folded;8.97X11.7 open,31,1,,,
31595,24x16.5cm folded; 24x33cm open,cm,9.36X6.44 folded;9.36X12.87 open,32,1,,,
31596,20x13cm folded; 20x26cm open,cm,7.8X5.07 folded;7.8X10.14 open,30,1,,,
31597,24x16cm folded; 24x32cm open,cm,9.36X6.24 folded;9.36X12.48 open,32,1,,,
31598,29x18.5cm,cm,11.31X7.21,,0,29.0,18.5,
31599,25.5x20.5cm folded; 25.5x41cm open,cm,9.95X8.0 folded;9.95X15.99 open,31,1,,,
31600,28x18cm,cm,10.92X7.02,,0,28.0,18.0,
31601,19.5x14cm folded; 19.5x28cm open,cm,7.61X5.46 folded;7.61X10.92 open,32,1,,,
31602,18x12.5cm folded; 18x25cm open,cm,7.02X4.88 folded;7.02X9.75 open,31,1,,,
31603,26.5x20cm folded; 26.5x40cm open,cm,10.34X7.8 folded;10.34X15.6 open,32,1,,,
31604,14x11cm folded; 14x22cm open,cm,5.46X4.29 folded;5.46X8.58 open,31,1,,,
31605,25.5x18cm folded; 25.5x36cm open,cm,9.95X7.02 folded;9.95X14.04 open,32,1,,,
31606,20x12cm,cm,7.8X4.68,,0,20.0,12.0,
31607,20x11cm folded; 20x22cm open,cm,7.8X4.29 folded;7.8X8.58 open,29,1,,,
31608,20x15cm folded; 20x30cm open,cm,7.8X5.85 folded;7.8X11.7 open,29,1,,,
31609,18x14cm folded; 18x28cm open,cm,7.02X5.46 folded;7.02X10.92 open,32,1,,,
31610,18x12.5cm folded; 18x25cm open,cm,7.02X4.88 folded;7.02X9.75 open,31,1,,,
31611,25x16.5cm folded; 25x33cm open,cm,9.75X6.44 folded;9.75X12.87 open,32,1,,,
31612,25x17cm folded; 25x34cm open,cm,9.75X6.63 folded;9.75X13.26 open,32,1,,,
31613,14x9cm folded; 14x18cm open,cm,5.46X3.51 folded;5.46X7.02 open,31,1,,,
31614,18.5x14.5cm folded; 18.5x29cm open,cm,7.21X5.66 folded;7.21X11.31 open,32,1,,,
31615,28x22cm folded; 28x44cm open,cm,10.92X8.58 folded;10.92X17.16 open,34,1,,,
31616,21.5x14cm folded; 21.5x28cm open,cm,8.38X5.46 folded;8.38X10.92 open,32,1,,,
31617,25x16.5cm folded; 25x33cm open,cm,9.75X6.44 folded;9.75X12.87 open,32,1,,,
31618,22x11cm folded; 22x22cm open,cm,8.58X4.29 folded;8.58X8.58 open,31,1,,,
31619,28x21.5cm folded; 28x43cm open,cm,10.92X8.38 folded;10.92X16.77 open,34,1,,,
31620,28x20.5cm folded; 28x41cm open,cm,10.92X8.0 folded;10.92X15.99 open,33,1,,,
31621,22.5x19cm folded; 22.5x38cm open,cm,8.78X7.41 folded;8.78X14.82 open,32,1,,,
31622,21x16cm folded; 21x32cm open,cm,8.19X6.24 folded;8.19X12.48 open,32,1,,,
31623,19x13cm folded; 19x26cm open,cm,7.41X5.07 folded;7.41X10.14 open,32,1,,,
31624,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31625,18x12.5cm folded; 18x25cm open,cm,7.02X4.88 folded;7.02X9.75 open,31,1,,,
31626,34x25cm folded; 34x50cm open,cm,13.26X9.75 folded;13.26X19.5 open,33,1,,,
31627,19.5x14cm folded; 19.5x28cm open,cm,7.61X5.46 folded;7.61X10.92 open,32,1,,,
31628,17.5x11cm,cm,6.83X4.29,,0,17.5,11.0,
31629,14x13cm folded; 28x13cm open,cm,5.46X5.07 folded;10.92X5.07 open,32,1,,,
31630,28x19cm folded; 28x38cm open,cm,10.92X7.41 folded;10.92X14.82 open,34,1,,,
31631,28.5x17cm,cm,11.12X6.63,,0,28.5,17.0,
31632,18x13cm folded; 18x26cm open,cm,7.02X5.07 folded;7.02X10.14 open,32,1,,,
31633,27.5x20cm folded; 27.5x40cm open,cm,10.72X7.8 folded;10.72X15.6 open,32,1,,,
31634,18x14.5cm folded; 18x29cm open,cm,7.02X5.66 folded;7.02X11.31 open,32,1,,,
31635,24x16cm folded; 24x32cm open,cm,9.36X6.24 folded;9.36X12.48 open,32,1,,,
31636,20.5x15.5cm folded; 20.5x31cm open,cm,8.0X6.04 folded;8.0X12.09 open,30,1,,,
31637,23.5x16cm folded; 23.5x32cm open,cm,9.17X6.24 folded;9.17X12.48 open,32,1,,,
31638,17x12cm folded; 17x24cm open,cm,6.63X4.68 folded;6.63X9.36 open,31,1,,,
31639,28x20.5cm folded; 28x41cm open,cm,10.92X8.0 folded;10.92X15.99 open,33,1,,,
31640,27x19cm folded; 27x38cm open,cm,10.53X7.41 folded;10.53X14.82 open,34,1,,,
31641,26.5x8cm,cm,10.34X3.12,,0,26.5,8.0,
31642,25.5x11.5cm folded; 25.5x23cm open,cm,9.95X4.49 folded;9.95X8.97 open,31,1,,,
31643,31x23cm folded; 31x46cm open,cm,12.09X8.97 folded;12.09X17.94 open,34,1,,,
31644,21.5x16cm folded; 21.5x32cm open,cm,8.38X6.24 folded;8.38X12.48 open,32,1,,,
31645,17x13cm folded; 17x26cm open,cm,6.63X5.07 folded;6.63X10.14 open,32,1,,,
31646,23.5x15cm,cm,9.17X5.85,,0,23.5,15.0,
31647,23x15.5cm folded; 23x31cm open,cm,8.97X6.04 folded;8.97X12.09 open,32,1,,,
31648,15.5x10cm folded; 15.5x20cm open,cm,6.04X3.9 folded;6.04X7.8 open,29,1,,,
31649,20x15cm folded; 20x30cm open,cm,7.8X5.85 folded;7.8X11.7 open,29,1,,,
31650,23x15cm ,cm,8.97X5.85,,0,23.0,15.0,
31651,26x20cm folded; 26x40cm open,cm,10.14X7.8 folded;10.14X15.6 open,32,1,,,
31652,16x11cm folded; 16x22cm open,cm,6.24X4.29 folded;6.24X8.58 open,31,1,,,
31653,22x15.5cm folded; 22x31cm open,cm,8.58X6.04 folded;8.58X12.09 open,32,1,,,
31654,25.5x20cm folded; 25.5x40cm open,cm,9.95X7.8 folded;9.95X15.6 open,30,1,,,
31655,21.5x13.5cm folded; 21.5x27cm open,cm,8.38X5.27 folded;8.38X10.53 open,32,1,,,
31656,23x15cm folded; 23x30cm open,cm,8.97X5.85 folded;8.97X11.7 open,31,1,,,
31657,15.5x10cm folded; 15.5x20cm open,cm,6.04X3.9 folded;6.04X7.8 open,29,1,,,
31658,16x11.5cm folded; 16x23cm open,cm,6.24X4.49 folded;6.24X8.97 open,31,1,,,
31659,22x17cm folded; 22x34cm open,cm,8.58X6.63 folded;8.58X13.26 open,32,1,,,
31660,24x16cm folded; 24x32cm open,cm,9.36X6.24 folded;9.36X12.48 open,32,1,,,
31661,28.5x20cm folded; 28.5x40cm open,cm,11.12X7.8 folded;11.12X15.6 open,32,1,,,
31662,18x13cm folded; 18x26cm open,cm,7.02X5.07 folded;7.02X10.14 open,32,1,,,
31663,16.5x11cm folded; 16.5x22cm open,cm,6.44X4.29 folded;6.44X8.58 open,31,1,,,
31664,18x11cm ,cm,7.02X4.29,,0,18.0,11.0,
31665,15x10cm,cm,5.85X3.9,,0,15.0,10.0,
31666,20.5x15.5cm folded; 20.5x31cm open,cm,8.0X6.04 folded;8.0X12.09 open,30,1,,,
31667,18x14cm folded; 18x28cm open,cm,7.02X5.46 folded;7.02X10.92 open,32,1,,,
31668,21x13cm folded; 21x26cm open,cm,8.19X5.07 folded;8.19X10.14 open,32,1,,,
31669,17.5x12cm folded; 17.5x24cm open,cm,6.83X4.68 folded;6.83X9.36 open,31,1,,,
31670,20x13cm folded; 20x26cm open,cm,7.8X5.07 folded;7.8X10.14 open,30,1,,,
31671,20x12.5cm folded; 20x25cm open,cm,7.8X4.88 folded;7.8X9.75 open,29,1,,,
31672,30.5x26cm folded; 30.5x52cm open,cm,11.89X10.14 folded;11.89X20.28 open,35,1,,,
31673,24x16cm folded; 24x32cm open,cm,9.36X6.24 folded;9.36X12.48 open,32,1,,,
31674,26x19cm folded; 26x38cm open,cm,10.14X7.41 folded;10.14X14.82 open,34,1,,,
31675,18x10.5cm folded; 18x21cm open,cm,7.02X4.09 folded;7.02X8.19 open,31,1,,,
31676,22x17.5cm folded; 22x35cm open,cm,8.58X6.83 folded;8.58X13.65 open,32,1,,,
31677,23.5x16cm folded; 23.5x32cm open,cm,9.17X6.24 folded;9.17X12.48 open,32,1,,,
31678,18x10.5cm folded; 18x21cm open,cm,7.02X4.09 folded;7.02X8.19 open,31,1,,,
31679,16.5x10.5cm,cm,6.44X4.09,,0,16.5,10.5,
31680,26x20cm folded; 26x40cm open,cm,10.14X7.8 folded;10.14X15.6 open,32,1,,,
31681,23x16cm folded; 23x32cm open,cm,8.97X6.24 folded;8.97X12.48 open,32,1,,,
31682,18x11.5cm folded; 18x23cm open,cm,7.02X4.49 folded;7.02X8.97 open,31,1,,,
31683,18x13.5cm folded; 18x27cm open,cm,7.02X5.27 folded;7.02X10.53 open,32,1,,,
31684,25x16.5cm folded; 25x33cm open,cm,9.75X6.44 folded;9.75X12.87 open,32,1,,,
31685,17x11cm folded; 17x22cm open,cm,6.63X4.29 folded;6.63X8.58 open,31,1,,,
31686,28x21.5cm folded; 28x43cm open,cm,10.92X8.38 folded;10.92X16.77 open,34,1,,,
31687,18.5x12cm folded; 18.5x24cm open,cm,7.21X4.68 folded;7.21X9.36 open,31,1,,,
31688,25x30cm folded; 25x60cm open,cm,9.75X11.7 folded;9.75X23.4 open,31,1,,,
31690,27x19cm folded; 27x38cm open,cm,10.53X7.41 folded;10.53X14.82 open,34,1,,,
31691,29x21cm folded; 29x42cm open,cm,11.31X8.19 folded;11.31X16.38 open,34,1,,,
31692,21.5x15.5cm folded; 21.5x31cm open,cm,8.38X6.04 folded;8.38X12.09 open,32,1,,,
31693,20.5x13.5cm folded; 20.5x27cm open,cm,8.0X5.27 folded;8.0X10.53 open,30,1,,,
31694,23.5x16cm folded; 23.5x32cm open,cm,9.17X6.24 folded;9.17X12.48 open,32,1,,,
31695,16.5x11.5cm folded; 16.5x23cm open,cm,6.44X4.49 folded;6.44X8.97 open,31,1,,,
31696,20.5x13cm folded; 20.5x26cm open,cm,8.0X5.07 folded;8.0X10.14 open,30,1,,,
31697,20.5x13cm folded; 20.5x26cm open,cm,8.0X5.07 folded;8.0X10.14 open,30,1,,,
31698,19x11.5cm folded; 19x23cm open,cm,7.41X4.49 folded;7.41X8.97 open,31,1,,,
31699,20.5x14cm folded; 20.5x28cm open,cm,8.0X5.46 folded;8.0X10.92 open,30,1,,,
31700,25.5x21.5cm folded; 25.5x43cm open,cm,9.95X8.38 folded;9.95X16.77 open,32,1,,,
31701,20.5x15.5cm folded; 20.5x31cm open,cm,8.0X6.04 folded;8.0X12.09 open,30,1,,,
31702,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31703,17.5x23cm ,cm,6.83X8.97,,0,17.5,23.0,
31704,20.5x13.5cm folded; 20.5x27cm open,cm,8.0X5.27 folded;8.0X10.53 open,30,1,,,
31705,17x11.5cm folded; 17x23cm open,cm,6.63X4.49 folded;6.63X8.97 open,31,1,,,
31706,38x19cm folded; 38x38cm open,cm,14.82X7.41 folded;14.82X14.82 open,34,1,,,
31707,35.5x38cm,cm,13.85X14.82,,0,35.5,38.0,
31708,35.5x38cm,cm,13.85X14.82,,0,35.5,38.0,
31709,35.5x38cm,cm,13.85X14.82,,0,35.5,38.0,
31710,35.5x38cm,cm,13.85X14.82,,0,35.5,38.0,
31711,35.5x38cm,cm,13.85X14.82,,0,35.5,38.0,
31712,35.5x38cm,cm,13.85X14.82,,0,35.5,38.0,
31713,28x18cm,cm,10.92X7.02,,0,28.0,18.0,
31714,35.5x38cm,cm,13.85X14.82,,0,35.5,38.0,
31715,35.5x38cm,cm,13.85X14.82,,0,35.5,38.0,
31716,35.5x38cm,cm,13.85X14.82,,0,35.5,38.0,
31717,35.5x38cm,cm,13.85X14.82,,0,35.5,38.0,
31718,35.5x38cm,cm,13.85X14.82,,0,35.5,38.0,
31719,35.5x38cm,cm,13.85X14.82,,0,35.5,38.0,
31720,22.5x14.5cm folded; 22.5x29cm open,cm,8.78X5.66 folded;8.78X11.31 open,32,1,,,
31721,28x18cm,cm,10.92X7.02,,0,28.0,18.0,
31722,28x18cm,cm,10.92X7.02,,0,28.0,18.0,
31723,27x21.5cm folded; 27x43cm open,cm,10.53X8.38 folded;10.53X16.77 open,34,1,,,
31724,28x17.5cm,cm,10.92X6.83,,0,28.0,17.5,
31725,28x17.5cm,cm,10.92X6.83,,0,28.0,17.5,
31726,28x17.5cm,cm,10.92X6.83,,0,28.0,17.5,
31727,28x18cm,cm,10.92X7.02,,0,28.0,18.0,
31728,18.5x11cm folded; 18.5x22cm open,cm,7.21X4.29 folded;7.21X8.58 open,31,1,,,
31729,35.5x29.5cm,cm,13.85X11.51,,0,35.5,29.5,
31730,23x16cm folded; 23x31.5cm open,cm,8.97X6.24 folded;8.97X12.29 open,32,1,,,
31731,17x10.5cm folded; 17x21cm open,cm,6.63X4.09 folded;6.63X8.19 open,31,1,,,
31732,23.5x15.5cm folded; 23.5x31cm open,cm,9.17X6.04 folded;9.17X12.09 open,32,1,,,
31733,17.5x16cm folded; 17.5x30.5cm open,cm,6.83X6.24 folded;6.83X11.89 open,32,1,,,
31734,21.5x13cm folded; 21.5x27cm open,cm,8.38X5.07 folded;8.38X10.53 open,32,1,,,
31735,19.5x15cm folded;19.5x29.5cm open,cm,7.61X5.85 folded;7.61X11.51 open,32,1,,,
31736,21x13.5cm folded; 21x26.5cm open,cm,8.19X5.27 folded;8.19X10.34 open,32,1,,,
31737,23x15.5cm folded; 23x30.5cm open,cm,8.97X6.04 folded;8.97X11.89 open,32,1,,,
31738,20.5x13.5cm folded; 20.5x27cm open,cm,8.0X5.27 folded;8.0X10.53 open,30,1,,,
31739,16x10cm folded; 16x20.5cm open,cm,6.24X3.9 folded;6.24X8.0 open,29,1,,,
31740,28x20.5cm,cm,10.92X8.0,,0,28.0,20.5,
31741,19x13cm  ,cm,7.41X5.07,,0,19.0,13.0,
31742,16.5x14cm folded; 16.5x28cm open,cm,6.44X5.46 folded;6.44X10.92 open,32,1,,,
31743,20x14cm folded; 20x28cm open,cm,7.8X5.46 folded;7.8X10.92 open,30,1,,,
31744,26x18.5cm folded; 26x37cm open,cm,10.14X7.21 folded;10.14X14.43 open,34,1,,,
31745,18x10.5cm folded; 18x20.5cm open,cm,7.02X4.09 folded;7.02X8.0 open,30,1,,,
31746,16x11cm folded; 16x22cm open,cm,6.24X4.29 folded;6.24X8.58 open,31,1,,,
31747,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31748,15x9.5cm folded; 15x18.5cm open,cm,5.85X3.71 folded;5.85X7.21 open,31,1,,,
31750,20x12.5cm folded; 20x25cm open,cm,7.8X4.88 folded;7.8X9.75 open,29,1,,,
31751,11.5x7.5cm folded; 11.5x15cm open,cm,4.49X2.93 folded;4.49X5.85 open,31,1,,,
31752,25x18cm folded; 25x35.5cm open,cm,9.75X7.02 folded;9.75X13.85 open,32,1,,,
31753,18x12cm folded; 18x23cm open,cm,7.02X4.68 folded;7.02X8.97 open,31,1,,,
31754,36x26cm folded; 26x52cm open,cm,14.04X10.14 folded;10.14X20.28 open,35,1,,,
31755,25.5x17.5cm folded; 25.5x35.5cm open,cm,9.95X6.83 folded;9.95X13.85 open,32,1,,,
31756,17.5x11.5cm,cm,6.83X4.49,,0,17.5,11.5,
31757,20x12.5cm folded; 20x25cm open,cm,7.8X4.88 folded;7.8X9.75 open,29,1,,,
31759,23x15.5cm folded; 23x30.5cm open,cm,8.97X6.04 folded;8.97X11.89 open,32,1,,,
31760,23x15cm folded; 23x30.5cm open,cm,8.97X5.85 folded;8.97X11.89 open,32,1,,,
31761,24.5x18cm folded; 24.5x35.5cm open,cm,9.55X7.02 folded;9.55X13.85 open,32,1,,,
31762,22.5x17cm folded; 22.5x33.5cm open,cm,8.78X6.63 folded;8.78X13.07 open,32,1,,,
31763,25x17.5cm folded; 25x35cm open,cm,9.75X6.83 folded;9.75X13.65 open,32,1,,,
31764,24x16cm  ,cm,9.36X6.24,,0,24.0,16.0,
31765,23x15.5cm folded; 23x31cm open,cm,8.97X6.04 folded;8.97X12.09 open,32,1,,,
31766,30.5x23cm folded; 30.5x46.5cm open,cm,11.89X8.97 folded;11.89X18.14 open,34,1,,,
31767,22x13.5cm,cm,8.58X5.27,,0,22.0,13.5,
31768,,,,,0,,,
31769,18x12.5cm folded; 18x24.5cm open,cm,7.02X4.88 folded;7.02X9.55 open,31,1,,,
31770,16.5x11.5cm folded; 16.5x23cm open,cm,6.44X4.49 folded;6.44X8.97 open,31,1,,,
31771,24x16cm ,cm,9.36X6.24,,0,24.0,16.0,
31772,18x13cm folded; 18x25.5cm open,cm,7.02X5.07 folded;7.02X9.95 open,31,1,,,
31773,27x20.5cm folded; 27x41cm open,cm,10.53X8.0 folded;10.53X15.99 open,33,1,,,
31774,23.5x16.5cm folded; 23.5x33cm open,cm,9.17X6.44 folded;9.17X12.87 open,32,1,,,
31775,15x10cm,cm,5.85X3.9,,0,15.0,10.0,
31776,19x13cm folded; 19x26cm open,cm,7.41X5.07 folded;7.41X10.14 open,32,1,,,
31777,25.5x18cm folded; 25.5x36cm open,cm,9.95X7.02 folded;9.95X14.04 open,32,1,,,
31778,24x16cm folded; 24x32cm open,cm,9.36X6.24 folded;9.36X12.48 open,32,1,,,
31779,17.5x12.5cm folded; 17.5x25cm open,cm,6.83X4.88 folded;6.83X9.75 open,31,1,,,
31780,23.5x14cm folded; 23.5x28.5cm open,cm,9.17X5.46 folded;9.17X11.12 open,32,1,,,
31781,21x13.5cm folded; 21x26.5cm open,cm,8.19X5.27 folded;8.19X10.34 open,32,1,,,
31782,15x20.5cm,cm,5.85X8.0,,0,15.0,20.5,
31783,20.5x15cm folded; 20.5x30cm open,cm,8.0X5.85 folded;8.0X11.7 open,29,1,,,
31784,16.5x11.5cm,cm,6.44X4.49,,0,16.5,11.5,
31785,34x23cm,cm,13.26X8.97,,0,34.0,23.0,
31786,24.5x18cm folded; 24.5x36cm open,cm,9.55X7.02 folded;9.55X14.04 open,32,1,,,
31787,21.5x14cm folded; 21.5x28cm open,cm,8.38X5.46 folded;8.38X10.92 open,32,1,,,
31788,17x11.5cm folded; 17x23cm open,cm,6.63X4.49 folded;6.63X8.97 open,31,1,,,
31789,18x14cm folded; 18x28cm open,cm,7.02X5.46 folded;7.02X10.92 open,32,1,,,
31790,18.5x14cm ,cm,7.21X5.46,,0,18.5,14.0,
31791,22x14.5cm folded; 22x29cm open,cm,8.58X5.66 folded;8.58X11.31 open,32,1,,,
31792,30.5x23cm folded; 30.5x46cm open,cm,11.89X8.97 folded;11.89X17.94 open,34,1,,,
31793,23x15.5cm folded; 23x31cm open,cm,8.97X6.04 folded;8.97X12.09 open,32,1,,,
31794,15x9cm folded; 15x18cm open,cm,5.85X3.51 folded;5.85X7.02 open,31,1,,,
31795,28x19cm folded; 28x38cm open,cm,10.92X7.41 folded;10.92X14.82 open,34,1,,,
31796,30.5x23cm folded; 30.5x46cm open,cm,11.89X8.97 folded;11.89X17.94 open,34,1,,,
31797,23x16cm folded; 23x32cm open,cm,8.97X6.24 folded;8.97X12.48 open,32,1,,,
31798,18x13cm folded; 18x26cm open,cm,7.02X5.07 folded;7.02X10.14 open,32,1,,,
31799,23x17.5cm folded; 23x35cm open,cm,8.97X6.83 folded;8.97X13.65 open,32,1,,,
31800,20.5x13cm folded; 20.5x26cm open,cm,8.0X5.07 folded;8.0X10.14 open,30,1,,,
31801,21x15.5cm folded; 21x31cm open,cm,8.19X6.04 folded;8.19X12.09 open,32,1,,,
31802,22.5x16cm folded; 22.5x32cm open,cm,8.78X6.24 folded;8.78X12.48 open,32,1,,,
31803,24x14cm folded; 24x28cm open,cm,9.36X5.46 folded;9.36X10.92 open,32,1,,,
31804,24x16.5cm,cm,9.36X6.44,,0,24.0,16.5,
31805,20x15cm folded; 20x30cm open,cm,7.8X5.85 folded;7.8X11.7 open,29,1,,,
31806,24x16.5cm,cm,9.36X6.44,,0,24.0,16.5,
31807,20.5x14.5cm folded; 20.5x28cm open,cm,8.0X5.66 folded;8.0X10.92 open,30,1,,,
31808,26x24cm,cm,10.14X9.36,,0,26.0,24.0,
31809,13x10cm folded; 13x20cm open,cm,5.07X3.9 folded;5.07X7.8 open,29,1,,,
31810,13x10cm folded; 13x20cm open,cm,5.07X3.9 folded;5.07X7.8 open,29,1,,,
31811,13x10cm folded; 13x20cm open,cm,5.07X3.9 folded;5.07X7.8 open,29,1,,,
31812,13x10cm folded; 13x20cm open,cm,5.07X3.9 folded;5.07X7.8 open,29,1,,,
31813,24.5x16.5cm folded; 24.5x33cm open,cm,9.55X6.44 folded;9.55X12.87 open,32,1,,,
31814,16x21cm,cm,6.24X8.19,,0,16.0,21.0,
31815,30.5x25.5cm folded; 30.5x51cm open,cm,11.89X9.95 folded;11.89X19.89 open,34,1,,,
31816,20x28.5cm,cm,7.8X11.12,,0,20.0,28.5,
31817,24x14cm ,cm,9.36X5.46,,0,24.0,14.0,
31818,35.5x21,cm,13.84X8.19,,0,35.5,21.0,
31820,30.5x20cm,cm,11.89X7.8,,0,30.5,20.0,
31821,15.5x10cm folded; 15.5x20cm open,cm,6.04X3.9 folded;6.04X7.8 open,29,1,,,
31822,17.5x12.5cm folded; 17.5x25cm open,cm,6.83X4.88 folded;6.83X9.75 open,31,1,,,
31823,23.5x15.5cm folded; 23.5x31cm open,cm,9.17X6.04 folded;9.17X12.09 open,32,1,,,
31824,17x11.5cm folded; 17x23cm open,cm,6.63X4.49 folded;6.63X8.97 open,31,1,,,
31825,16x11cm folded; 16x22cm open,cm,6.24X4.29 folded;6.24X8.58 open,31,1,,,
31826,15.5x10cm folded; 15.5x20cm open,cm,6.04X3.9 folded;6.04X7.8 open,29,1,,,
31827,15x18.5cm folded; 15x37cm open,cm,5.85X7.21 folded;5.85X14.43 open,32,1,,,
31828,21x12.5cm,cm,8.19X4.88,,0,21.0,12.5,
31829,16.5x11cm folded; 16.5x22cm open,cm,6.44X4.29 folded;6.44X8.58 open,31,1,,,
31830,20x15.5cm folded; 20x31cm open,cm,7.8X6.04 folded;7.8X12.09 open,30,1,,,
31831,15x10.5cm,cm,5.85X4.09,,0,15.0,10.5,
31832,23.5x15cm folded; 23.5x30cm open,cm,9.17X5.85 folded;9.17X11.7 open,31,1,,,
31833,24.5x17cm folded; 24.5x36cm open,cm,9.55X6.63 folded;9.55X14.04 open,32,1,,,
31834,24x19cm,cm,9.36X7.41,,0,24.0,19.0,
31835,25x14cm folded; 25x28cm open,cm,9.75X5.46 folded;9.75X10.92 open,32,1,,,
31836,23x13cm,cm,8.97X5.07,,0,23.0,13.0,
31837,19x24cm,cm,7.41X9.36,,0,19.0,24.0,
31838,26.5x20.5cm folded; 26.5x41cm open,cm,10.34X8.0 folded;10.34X15.99 open,33,1,,,
31839,31x23.5cm folded; 31x47cm open,cm,12.09X9.17 folded;12.09X18.33 open,34,1,,,
31840,29x21cm folded; 29x42cm open,cm,11.31X8.19 folded;11.31X16.38 open,34,1,,,
31841,25x14.5cm,cm,9.75X5.66,,0,25.0,14.5,
31842,23.5x16cm folded; 23.5x32cm open,cm,9.17X6.24 folded;9.17X12.48 open,32,1,,,
31843,18x11.5cm folded; 18x23cm open,cm,7.02X4.49 folded;7.02X8.97 open,31,1,,,
31844,18x12cm,cm,7.02X4.68,,0,18.0,12.0,
31845,13.5x10cm folded; 13.5x20cm open,cm,5.27X3.9 folded;5.27X7.8 open,29,1,,,
31846,18x12cm,cm,7.02X4.68,,0,18.0,12.0,
31847,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31848,16x12cm,cm,6.24X4.68,,0,16.0,12.0,
31849,31x18cm folded; 31x36cm open,cm,12.09X7.02 folded;12.09X14.04 open,34,1,,,
31850,18x12.5cm,cm,7.02X4.88,,0,18.0,12.5,
31851,16x12cm,cm,6.24X4.68,,0,16.0,12.0,
31852,23x14cm,cm,8.97X5.46,,0,23.0,14.0,
31853,20x11.5cm,cm,7.8X4.49,,0,20.0,11.5,
31854,16x12cm,cm,6.24X4.68,,0,16.0,12.0,
31855,16x12cm,cm,6.24X4.68,,0,16.0,12.0,
31856,16x12cm,cm,6.24X4.68,,0,16.0,12.0,
31857,16x12cm,cm,6.24X4.68,,0,16.0,12.0,
31858,16x12cm,cm,6.24X4.68,,0,16.0,12.0,
31859,16x12cm,cm,6.24X4.68,,0,16.0,12.0,
31860,16x12cm,cm,6.24X4.68,,0,16.0,12.0,
31861,19x11cm folded; 19x24cm open,cm,7.41X4.29 folded;7.41X9.36 open,31,1,,,
31862,36x26cm folded; 36x52cm open,cm,14.04X10.14 folded;14.04X20.28 open,35,1,,,
31863,19.5x14cm folded; 19.5x28cm open,cm,7.61X5.46 folded;7.61X10.92 open,32,1,,,
31864,22.5x14cm,cm,8.78X5.46,,0,22.5,14.0,
31865,25.5x14.5cm ,cm,9.95X5.66,,0,25.5,14.5,
31866,20.5x13cm,cm,8.0X5.07,,0,20.5,13.0,
31867,14x20cm folded; 14x40cm open,cm,5.46X7.8 folded;5.46X15.6 open,30,1,,,
31868,20.5x13cm,cm,8.0X5.07,,0,20.5,13.0,
31869,20.5x13.5cm,cm,8.0X5.27,,0,20.5,13.5,
31870,20.5x13.5cm,cm,8.0X5.27,,0,20.5,13.5,
31871,21.5x15cm folded; 21.5x30cm open,cm,8.38X5.85 folded;8.38X11.7 open,31,1,,,
31872,24x30cm,cm,9.36X11.7,,0,24.0,30.0,
31873,30.5x23cm,cm,11.89X8.97,,0,30.5,23.0,
31874,21.5x14cm,cm,8.38X5.46,,0,21.5,14.0,
31875,15x10cm,cm,5.85X3.9,,0,15.0,10.0,
31876,37.5x22.5cm,cm,14.63X8.78,,0,37.5,22.5,
31877,28.5x18cm,cm,11.12X7.02,,0,28.5,18.0,
31878,23.5x14.5cm,cm,9.17X5.66,,0,23.5,14.5,
31879,23x15cm,cm,8.97X5.85,,0,23.0,15.0,
31880,15x10cm,cm,5.85X3.9,,0,15.0,10.0,
31881,19.5x12.5cm,cm,7.61X4.88,,0,19.5,12.5,
31882,28x17cm,cm,10.92X6.63,,0,28.0,17.0,
31883,25.5x16.5cm,cm,9.95X6.44,,0,25.5,16.5,
31884,25.5x16.5cm,cm,9.95X6.44,,0,25.5,16.5,
31885,25.5x16.5cm,cm,9.95X6.44,,0,25.5,16.5,
31886,10.5x24cm,cm,4.09X9.36,,0,10.5,24.0,
31887,19x12cm,cm,7.41X4.68,,0,19.0,12.0,
31888,19x12cm,cm,7.41X4.68,,0,19.0,12.0,
31889,21.5x14.5cm,cm,8.38X5.66,,0,21.5,14.5,
31890,24x14cm ,cm,9.36X5.46,,0,24.0,14.0,
31891,30.5x20cm,cm,11.89X7.8,,0,30.5,20.0,
31892,14x11cm folded; 14x22cm open,cm,5.46X4.29 folded;5.46X8.58 open,31,1,,,
31894,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31895,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31896,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31897,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
