id,physical_description,unit_capture,size,len_comp_size,size_comp_flag,width,height,optional
31898,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31899,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31900,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31901,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31902,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31903,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31904,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31905,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31906,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31907,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31908,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31909,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31910,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31911,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31912,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31913,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31914,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31915,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31916,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31917,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31918,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31919,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31920,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31921,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31922,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31923,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31924,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31925,21x20cm,cm,8.19X7.8,,0,21.0,20.0,
31926,23x15cm folded; 23x30cm open,cm,8.97X5.85 folded;8.97X11.7 open,31,1,,,
31927,23x15cm folded; 23x30cm open,cm,8.97X5.85 folded;8.97X11.7 open,31,1,,,
31928,23x15cm folded; 23x30cm open,cm,8.97X5.85 folded;8.97X11.7 open,31,1,,,
31929,23x15cm folded; 23x30cm open,cm,8.97X5.85 folded;8.97X11.7 open,31,1,,,
31930,23x15cm folded; 23x30cm open,cm,8.97X5.85 folded;8.97X11.7 open,31,1,,,
31931,23x15cm folded; 23x30cm open,cm,8.97X5.85 folded;8.97X11.7 open,31,1,,,
31932,23x15cm folded; 23x30cm open,cm,8.97X5.85 folded;8.97X11.7 open,31,1,,,
31933,23x15cm folded; 23x30cm open,cm,8.97X5.85 folded;8.97X11.7 open,31,1,,,
31934,23x15cm folded; 23x30cm open,cm,8.97X5.85 folded;8.97X11.7 open,31,1,,,
31935,23x15cm folded; 23x30cm open,cm,8.97X5.85 folded;8.97X11.7 open,31,1,,,
31936,23x15cm folded; 23x30cm open,cm,8.97X5.85 folded;8.97X11.7 open,31,1,,,
31937,23x15cm folded; 23x30cm open,cm,8.97X5.85 folded;8.97X11.7 open,31,1,,,
31939,20x12cm folded; 20x24cm open,cm,7.8X4.68 folded;7.8X9.36 open,29,1,,,
31940,15x20.5cm,cm,5.85X8.0,,0,15.0,20.5,
31941,23x30.5cm ,cm,8.97X11.89,,0,23.0,30.5,
31942,15.5x10cm folded; 15.5x20cm open,cm,6.04X3.9 folded;6.04X7.8 open,29,1,,,
31943,18x11cm folded; 18x22cm open,cm,7.02X4.29 folded;7.02X8.58 open,31,1,,,
31944,16.4x23cm ,cm,6.4X8.97,,0,16.4,23.0,
31945,23x32cm,cm,8.97X12.48,,0,23.0,32.0,
31946,26.5x21cm folded; 26.5x42cm open,cm,10.34X8.19 folded;10.34X16.38 open,34,1,,,
31947,19.5x15.5cm folded; 19.5x31cm open,cm,7.61X6.04 folded;7.61X12.09 open,32,1,,,
31948,19.5x28cm,cm,7.61X10.92,,0,19.5,28.0,
31949,21x13.5cm folded; 21x27cm open,cm,8.19X5.27 folded;8.19X10.53 open,32,1,,,
31952,23x15.5cm folded; 23x30.5cm open,cm,8.97X6.04 folded;8.97X11.89 open,32,1,,,
31953,20.5x13cm folded; 20.5x25.5cm open,cm,8.0X5.07 folded;8.0X9.95 open,29,1,,,
31954,23.5x15cm folded; 23.5x31cm open,cm,9.17X5.85 folded;9.17X12.09 open,32,1,,,
31955,28x21cm folded;28x41cm open,cm,10.92X8.19 folded;10.92X15.99 open,34,1,,,
31956,28x33.5cm folded; 28x67cm open,cm,10.92X13.07 folded;10.92X26.13 open,35,1,,,
31957,20.5x12.5cm ,cm,8.0X4.88,,0,20.5,12.5,
31958,18.5x12cm folded; 18.5x23.5cm open,cm,7.21X4.68 folded;7.21X9.17 open,31,1,,,
31959,15.5x10cm folded; 15.5x20.5cm open,cm,6.04X3.9 folded;6.04X8.0 open,29,1,,,
31960,18.5x12.5cm ,cm,7.21X4.88,,0,18.5,12.5,
31961,34x23.5cm,cm,13.26X9.17,,0,34.0,23.5,
31962,29.5x22.5cm,cm,11.51X8.78,,0,29.5,22.5,
31963,28x20.5cm folded; 28x41cm open,cm,10.92X8.0 folded;10.92X15.99 open,33,1,,,
31964,23x14cm folded; 23x27.5cm open,cm,8.97X5.46 folded;8.97X10.72 open,32,1,,,
31966,16x11cm folded; 16x22cm open,cm,6.24X4.29 folded;6.24X8.58 open,31,1,,,
31967,15x12cm folded; 15x24cm open,cm,5.85X4.68 folded;5.85X9.36 open,31,1,,,
31968,26x19cm folded; 26x38cm open,cm,10.14X7.41 folded;10.14X14.82 open,34,1,,,
31969,23x16cm folded; 23x32cm open,cm,8.97X6.24 folded;8.97X12.48 open,32,1,,,
31970,27x20.5cm folded; 27x41cm open,cm,10.53X8.0 folded;10.53X15.99 open,33,1,,,
31971,20.5x13cm folded; 20.5x25.5cm open,cm,8.0X5.07 folded;8.0X9.95 open,29,1,,,
31972,18x10.5cm folded; 18x21cm open,cm,7.02X4.09 folded;7.02X8.19 open,31,1,,,
31973,21.5x30.5cm,cm,8.38X11.89,,0,21.5,30.5,
31974,34x15.5cm,cm,13.26X6.04,,0,34.0,15.5,
31975,29x13cm folded; 29x26cm open,cm,11.31X5.07 folded;11.31X10.14 open,34,1,,,
31976,18.5x12.5cm folded; 18.5x25cm open,cm,7.21X4.88 folded;7.21X9.75 open,31,1,,,
31977,23x15.5cm folded; 23x30.5cm open,cm,8.97X6.04 folded;8.97X11.89 open,32,1,,,
31979,21.5x15cm folded; 21.5x30cm open,cm,8.38X5.85 folded;8.38X11.7 open,31,1,,,
31980,30x23cm folded; 30x46cm open,cm,11.7X8.97 folded;11.7X17.94 open,32,1,,,
31981,34x27.5cm,cm,13.26X10.72,,0,34.0,27.5,
31982,35x23.5cm folded;35x47cm open,cm,13.65X9.17 folded;13.65X18.33 open,34,1,,,
31983,27x17.5cm,cm,10.53X6.83,,0,27.0,17.5,
31984,29x22cm folded; 29x44cm open,cm,11.31X8.58 folded;11.31X17.16 open,34,1,,,
31985,17.5x11.5cm,cm,6.83X4.49,,0,17.5,11.5,
31986,21.5x14cm folded; 21.5x28cm open,cm,8.38X5.46 folded;8.38X10.92 open,32,1,,,
31987,14.5x9.5cm,cm,5.66X3.71,,0,14.5,9.5,
31988,23x15cm folded; 23x30cm open,cm,8.97X5.85 folded;8.97X11.7 open,31,1,,,
31989,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
31990,18x14cm,cm,7.02X5.46,,0,18.0,14.0,
31991,37x25.5cm folded; 37x51cm open,cm,14.43X9.95 folded;14.43X19.89 open,34,1,,,
31992,19x12cm folded; 19x24cm open,cm,7.41X4.68 folded;7.41X9.36 open,31,1,,,
31993,16.5x12cm folded; 16.5x24cm open,cm,6.44X4.68 folded;6.44X9.36 open,31,1,,,
31994,40x30.5cm folded; 40x61cm open,cm,15.6X11.89 folded;15.6X23.79 open,33,1,,,
31995,18x11.5cm folded; 18x23cm open,cm,7.02X4.49 folded;7.02X8.97 open,31,1,,,
31996,17x11.5cm folded; 17x23cm open,cm,6.63X4.49 folded;6.63X8.97 open,31,1,,,
31997,17.5x14cm folded; 17.5x28cm open,cm,6.83X5.46 folded;6.83X10.92 open,32,1,,,
31998,20x12.5cm,cm,7.8X4.88,,0,20.0,12.5,
31999,26.5x17cm,cm,10.34X6.63,,0,26.5,17.0,
32000,26.5x17cm,cm,10.34X6.63,,0,26.5,17.0,
32001,26.5x17cm,cm,10.34X6.63,,0,26.5,17.0,
32002,26.5x17cm,cm,10.34X6.63,,0,26.5,17.0,
32003,26.5x17cm,cm,10.34X6.63,,0,26.5,17.0,
32004,26.5x17cm,cm,10.34X6.63,,0,26.5,17.0,
32005,26.5x17cm,cm,10.34X6.63,,0,26.5,17.0,
32006,27x17cm,cm,10.53X6.63,,0,27.0,17.0,
32007,27x17cm,cm,10.53X6.63,,0,27.0,17.0,
32008,27x17cm,cm,10.53X6.63,,0,27.0,17.0,
32009,27x17cm,cm,10.53X6.63,,0,27.0,17.0,
32010,27x17cm,cm,10.53X6.63,,0,27.0,17.0,
32011,27x17cm,cm,10.53X6.63,,0,27.0,17.0,
32012,27x17cm,cm,10.53X6.63,,0,27.0,17.0,
32013,21.5x16cm folded; 21.5x32cm open,cm,8.38X6.24 folded;8.38X12.48 open,32,1,,,
32014,18x14cm folded; 18x28cm open,cm,7.02X5.46 folded;7.02X10.92 open,32,1,,,
32015,23x15.5cm folded; 23x30.5cm open,cm,8.97X6.04 folded;8.97X11.89 open,32,1,,,
32016,24x14.5cm,cm,9.36X5.66,,0,24.0,14.5,
32017,25.5x18cm folded; 25.5x36cm open,cm,9.95X7.02 folded;9.95X14.04 open,32,1,,,
32018,17x11.5cm folded; 17x23cm open,cm,6.63X4.49 folded;6.63X8.97 open,31,1,,,
32019,part B contains a map ,0,,,0,,,
32020,18x12.5cm,cm,7.02X4.88,,0,18.0,12.5,
32021,25x18cm folded; 25x36cm open,cm,9.75X7.02 folded;9.75X14.04 open,32,1,,,
32022,23.5x16cm folded; 23.5x32cm open,cm,9.17X6.24 folded;9.17X12.48 open,32,1,,,
32023,23x15cm folded; 23x30cm open,cm,8.97X5.85 folded;8.97X11.7 open,31,1,,,
32024,20x15.5cm folded; 20x31cm open,cm,7.8X6.04 folded;7.8X12.09 open,30,1,,,
32025,11.5x9cm folded; 11.5x18cm open,cm,4.49X3.51 folded;4.49X7.02 open,31,1,,,
32027,20.5x13cm folded; 20.5x26cm open,cm,8.0X5.07 folded;8.0X10.14 open,30,1,,,
32028,24.5x18cm folded; 24.5x36cm open,cm,9.55X7.02 folded;9.55X14.04 open,32,1,,,
32029,25.5x20cm folded; 25.5x40cm open,cm,9.95X7.8 folded;9.95X15.6 open,30,1,,,
32030,19x14cm folded; 19x28cm open,cm,7.41X5.46 folded;7.41X10.92 open,32,1,,,
32031,23.5x14.5cm,cm,9.17X5.66,,0,23.5,14.5,
32032,37x19cm folded; 37x38cm open,cm,14.43X7.41 folded;14.43X14.82 open,34,1,,,
32033,23x15cm folded; 23x30cm open,cm,8.97X5.85 folded;8.97X11.7 open,31,1,,,
32034,23.5x16cm folded; 23.5x32cm open,cm,9.17X6.24 folded;9.17X12.48 open,32,1,,,
32035,24x16cm folded; 24x32cm open,cm,9.36X6.24 folded;9.36X12.48 open,32,1,,,
32036,26.5x19cm folded; 26.5x38cm open,cm,10.34X7.41 folded;10.34X14.82 open,34,1,,,
32037,35.5x26cm folded; 35.5x52cm open,cm,13.85X10.14 folded;13.85X20.28 open,35,1,,,
32038,30.5x20cm folded; 30.5x40cm open,cm,11.89X7.8 folded;11.89X15.6 open,32,1,,,
32039,30.5x20cm  ,cm,11.89X7.8,,0,30.5,20.0,
32040,37x19cm folded; 37x38cm open,cm,14.43X7.41 folded;14.43X14.82 open,34,1,,,
32041,14x8cm,cm,5.46X3.12,,0,14.0,8.0,
32042,15x9cm,cm,5.85X3.51,,0,15.0,9.0,
32043,17x11.5cm folded; 17x23cm open,cm,6.63X4.49 folded;6.63X8.97 open,31,1,,,
32044,20x15cm,cm,7.8X5.85,,0,20.0,15.0,
32045,17x13cm folded; 17x25cm open,cm,6.63X5.07 folded;6.63X9.75 open,31,1,,,
32046,20.5x12.5cm,cm,8.0X4.88,,0,20.5,12.5,
32047,30x23cm folded; 30x46cm open,cm,11.7X8.97 folded;11.7X17.94 open,32,1,,,
32048,18x12.5cm folded; 18x25cm open,cm,7.02X4.88 folded;7.02X9.75 open,31,1,,,
32049,24x16cm  ,cm,9.36X6.24,,0,24.0,16.0,
32050,15x9.5cm folded; 15x27cm open,cm,5.85X3.71 folded;5.85X10.53 open,32,1,,,
32051,16x22cm ,cm,6.24X8.58,,0,16.0,22.0,
32052,23x15cm folded; 23x30cm open,cm,8.97X5.85 folded;8.97X11.7 open,31,1,,,
32053,21.5x14cm folded; 21.5x28cm open,cm,8.38X5.46 folded;8.38X10.92 open,32,1,,,
32054,28x19.5cm folded; 28x39cm open,cm,10.92X7.61 folded;10.92X15.21 open,34,1,,,
32055,19x12cm folded; 19x24cm open,cm,7.41X4.68 folded;7.41X9.36 open,31,1,,,
32056,20x13cm,cm,7.8X5.07,,0,20.0,13.0,
32057,31.5x17cm,cm,12.29X6.63,,0,31.5,17.0,
32058,23x15cm folded; 23x30cm open,cm,8.97X5.85 folded;8.97X11.7 open,31,1,,,
32059,23x14cm,cm,8.97X5.46,,0,23.0,14.0,
32060,20.5x16cm folded; 20.5x32cm open,cm,8.0X6.24 folded;8.0X12.48 open,30,1,,,
32061,16.5x10.5cm,cm,6.44X4.09,,0,16.5,10.5,
32062,21.5x14cm folded; 21.5x28cm open,cm,8.38X5.46 folded;8.38X10.92 open,32,1,,,
32063,17x11.5cm folded; 17x23cm open,cm,6.63X4.49 folded;6.63X8.97 open,31,1,,,
32064,16.5x11.5cm folded; 16.5x23cm open,cm,6.44X4.49 folded;6.44X8.97 open,31,1,,,
32065,18x14cm folded; 18x28cm open,cm,7.02X5.46 folded;7.02X10.92 open,32,1,,,
32066,21.5x14cm  ,cm,8.38X5.46,,0,21.5,14.0,
32067,30x17cm folded; 30x34cm open,cm,11.7X6.63 folded;11.7X13.26 open,32,1,,,
32068,19.5x13.5cm folded; 19.5x27cm open,cm,7.61X5.27 folded;7.61X10.53 open,32,1,,,
32069,23x18cm folded; 23x36cm open,cm,8.97X7.02 folded;8.97X14.04 open,32,1,,,
32070,23.5x16cm folded; 23.5x32cm open,cm,9.17X6.24 folded;9.17X12.48 open,32,1,,,
32072,14x18cm,cm,5.46X7.02,,0,14.0,18.0,
32073,15x10cm folded; 15x20cm open,cm,5.85X3.9 folded;5.85X7.8 open,29,1,,,
32074,35.5x27cm folded; 35.5x54,cm,35.5X54,,0,,,
32075,19x12cm folded; 19x24cm open,cm,7.41X4.68 folded;7.41X9.36 open,31,1,,,
32076,20.5x13.5cm folded; 20.5x27cm open,cm,8.0X5.27 folded;8.0X10.53 open,30,1,,,
32077,18x11cm,cm,7.02X4.29,,0,18.0,11.0,
32078,16.5x22,cm,6.44X8.58,,0,16.5,22.0,
32079,21.5x12.5cm folded; 21.5x28cm open,cm,8.38X4.88 folded;8.38X10.92 open,32,1,,,
32080,25x18cm folded; 25x36cm open,cm,9.75X7.02 folded;9.75X14.04 open,32,1,,,
32081,22x11.5cm,cm,8.58X4.49,,0,22.0,11.5,
32082,24x16cm folded; 24x32cm open,cm,9.36X6.24 folded;9.36X12.48 open,32,1,,,
32083,15x18cm ,cm,5.85X7.02,,0,15.0,18.0,
32084,25.5x20cm folded; 25.5x40cm open,cm,9.95X7.8 folded;9.95X15.6 open,30,1,,,
32085,23x18cm folded; 23x36cm open,cm,8.97X7.02 folded;8.97X14.04 open,32,1,,,
32086,25.5x18cm folded; 25.5x36cm open,cm,9.95X7.02 folded;9.95X14.04 open,32,1,,,
32087,18x20.5cm folded; 18x41cm open,cm,7.02X8.0 folded;7.02X15.99 open,31,1,,,
32088,18x20.5cm folded; 18x41cm open,cm,7.02X8.0 folded;7.02X15.99 open,31,1,,,
32089,18x20.5cm folded; 18x41cm open,cm,7.02X8.0 folded;7.02X15.99 open,31,1,,,
32090,15.5x10cm folded; 15.5x20cm open,cm,6.04X3.9 folded;6.04X7.8 open,29,1,,,
32091,33x21cm folded; 33x58.5cm open,cm,12.87X8.19 folded;12.87X22.82 open,34,1,,,
32092,15.5x10cm folded; 15.5x20cm open,cm,6.04X3.9 folded;6.04X7.8 open,29,1,,,
32093,23x10cm folded; 23x20cm open,cm,8.97X3.9 folded;8.97X7.8 open,29,1,,,
32094,19x12cm folded; 19x24cm open,cm,7.41X4.68 folded;7.41X9.36 open,31,1,,,
32095,20.5x14cm folded; 20.5x28cm opened,cm,8.0X5.46 folded;8.0X10.92 open,30,1,,,
32096,18x13.5cm folded; 18x27cm open,cm,7.02X5.27 folded;7.02X10.53 open,32,1,,,
32097,16.5x11.5cm folded; 16.5x23cm open,cm,6.44X4.49 folded;6.44X8.97 open,31,1,,,
32098,24x16cm folded; 24x32cm open,cm,9.36X6.24 folded;9.36X12.48 open,32,1,,,
32099,16.5x11cm folded; 16.5x22cm open,cm,6.44X4.29 folded;6.44X8.58 open,31,1,,,
32100,23.5x16cm folded; 23.5x32cm open,cm,9.17X6.24 folded;9.17X12.48 open,32,1,,,
32101,12x10cm folded; 12x20cm open,cm,4.68X3.9 folded;4.68X7.8 open,29,1,,,
32102,16x11cm folded; 16x22cm open,cm,6.24X4.29 folded;6.24X8.58 open,31,1,,,
32103,15.5x10cm folded; 15.5x20cm open,cm,6.04X3.9 folded;6.04X7.8 open,29,1,,,
32104,18x14cm folded; 18x28cm open,cm,7.02X5.46 folded;7.02X10.92 open,32,1,,,
32105,23x10.5cm folded; 23x21cm open,cm,8.97X4.09 folded;8.97X8.19 open,31,1,,,
32106,17x11cm,cm,6.63X4.29,,0,17.0,11.0,
32107,28x18cm,cm,10.92X7.02,,0,28.0,18.0,
32108,28x18cm,cm,10.92X7.02,,0,28.0,18.0,
32109,32x23cm,cm,12.48X8.97,,0,32.0,23.0,
32110,18x12cm folded; 18x24cm open,cm,7.02X4.68 folded;7.02X9.36 open,31,1,,,
32111,15x12cm folded; 15x24cm open,cm,5.85X4.68 folded;5.85X9.36 open,31,1,,,
32112,17x8.5cm,cm,6.63X3.31,,0,17.0,8.5,
32113,18.5x13cm folded; 18.5x26cm open,cm,7.21X5.07 folded;7.21X10.14 open,32,1,,,
32114,18x11cm,cm,7.02X4.29,,0,18.0,11.0,
32115,21x13.5cm folded; 21x17cm open,cm,8.19X5.27 folded;8.19X6.63 open,31,1,,,
32116,23x18cm folded; 23x36cm open,cm,8.97X7.02 folded;8.97X14.04 open,32,1,,,
32117,18x14cm folded; 18x28cm open,cm,7.02X5.46 folded;7.02X10.92 open,32,1,,,
32118,27x20cm folded; 27x40cm open,cm,10.53X7.8 folded;10.53X15.6 open,32,1,,,
32119,16x10cm,cm,6.24X3.9,,0,16.0,10.0,
32120,21.5x14cm folded; 21.5x28cm open,cm,8.38X5.46 folded;8.38X10.92 open,32,1,,,
32121,23x11.5cm folded; 23x23cm open,cm,8.97X4.49 folded;8.97X8.97 open,31,1,,,
32122,29x18cm,cm,11.31X7.02,,0,29.0,18.0,
32123,16.5x11cm folded; 16.5x22cm open,cm,6.44X4.29 folded;6.44X8.58 open,31,1,,,
32124,28x17.5cm folded; 28x35cm open,cm,10.92X6.83 folded;10.92X13.65 open,34,1,,,
32125,28.5x24.5cm folded; 28.5x29cm open,cm,11.12X9.55 folded;11.12X11.31 open,34,1,,,
32126,35x28cm,cm,13.65X10.92,,0,35.0,28.0,
32127,8.5x14.5cm,cm,3.31X5.66,,0,8.5,14.5,
32128,14x15.5cm folded; 36x15.5cm open,cm,5.46X6.04 folded;14.04X6.04 open,32,1,,,
32129,25.5x18cm folded; 25.5x36cm open,cm,9.95X7.02 folded;9.95X14.04 open,32,1,,,
32130,16x10cm,cm,6.24X3.9,,0,16.0,10.0,
32131,17x11cm,cm,6.63X4.29,,0,17.0,11.0,
32132,14.5x9.5cm,cm,5.66X3.71,,0,14.5,9.5,
32133,16x10.5cm,cm,6.24X4.09,,0,16.0,10.5,
32134,14.5x9.5cm,cm,5.66X3.71,,0,14.5,9.5,
32135,14.5x9.5cm,cm,5.66X3.71,,0,14.5,9.5,
32136,14x10cm,cm,5.46X3.9,,0,14.0,10.0,
32137,14.5x9.5cm,cm,5.66X3.71,,0,14.5,9.5,
32138,25.5x18cm folded; 25.5x36cm open,cm,9.95X7.02 folded;9.95X14.04 open,32,1,,,
32139,14x10cm,cm,5.46X3.9,,0,14.0,10.0,
32140,25.5x18.5cm folded; 25.5x37cm open,cm,9.95X7.21 folded;9.95X14.43 open,32,1,,,
32141,14x9cm,cm,5.46X3.51,,0,14.0,9.0,
32142,16.5x13cm folded; 16.5x26cm open,cm,6.44X5.07 folded;6.44X10.14 open,32,1,,,
32143,28x21cm folded; 28x42cm open,cm,10.92X8.19 folded;10.92X16.38 open,34,1,,,
32144,18.5x11.5cm folded; 18.5x23cm open,cm,7.21X4.49 folded;7.21X8.97 open,31,1,,,
32145,25.5x18.5cm folded; 25.5x37cm open,cm,9.95X7.21 folded;9.95X14.43 open,32,1,,,
32146,17.5x11cm folded; 17.5x22cm open,cm,6.83X4.29 folded;6.83X8.58 open,31,1,,,
32147,14x10.5cm,cm,5.46X4.09,,0,14.0,10.5,
32148,15.5x10.5cm folded; 15.5x21cm open,cm,6.04X4.09 folded;6.04X8.19 open,31,1,,,
32149,20x12.5cm folded; 20x25cm open,cm,7.8X4.88 folded;7.8X9.75 open,29,1,,,
32150,25.5x18.5cm folded; 25.5x37cm open,cm,9.95X7.21 folded;9.95X14.43 open,32,1,,,
32151,21x14cm,cm,8.19X5.46,,0,21.0,14.0,
32152,15.5x10.5cm  ,cm,6.04X4.09,,0,15.5,10.5,
32153,21.5x16cm folded; 21.5x32cm open,cm,8.38X6.24 folded;8.38X12.48 open,32,1,,,
32154,22x14.5cm folded; 22x29cm open,cm,8.58X5.66 folded;8.58X11.31 open,32,1,,,
32155,25.5x18cm folded; 25.5x36cm open,cm,9.95X7.02 folded;9.95X14.04 open,32,1,,,
32156,25.5x18cm folded; 25.5x36cm open,cm,9.95X7.02 folded;9.95X14.04 open,32,1,,,
32157,21.5x14cm folded; 21.5x28cm open,cm,8.38X5.46 folded;8.38X10.92 open,32,1,,,
32158,25.5x18cm folded; 25.5x36cm open,cm,9.95X7.02 folded;9.95X14.04 open,32,1,,,
32160,25.5x18cm folded; 25.5x36cm open,cm,9.95X7.02 folded;9.95X14.04 open,32,1,,,
32161,18x11.5cm folded; 18x23cm open,cm,7.02X4.49 folded;7.02X8.97 open,31,1,,,
32162,25.5x18cm folded; 25.5x36cm open,cm,9.95X7.02 folded;9.95X14.04 open,32,1,,,
32163,16x11cm folded; 32x22cm open,cm,6.24X4.29 folded;12.48X8.58 open,32,1,,,
32164,25.5x18cm folded; 25.5x36cm open,cm,9.95X7.02 folded;9.95X14.04 open,32,1,,,
32165,18.5x12cm folded; 18.5x24cm open,cm,7.21X4.68 folded;7.21X9.36 open,31,1,,,
32166,30.5x25.5cm folded; 30.5x51cm open,cm,11.89X9.95 folded;11.89X19.89 open,34,1,,,
32167,25.5x18cm folded; 25.5x36cm open,cm,9.95X7.02 folded;9.95X14.04 open,32,1,,,
32168,15.5x10cm,cm,6.04X3.9,,0,15.5,10.0,
32169,17x11cm,cm,6.63X4.29,,0,17.0,11.0,
32170,25.5x18cm folded; 25.5x36cm open,cm,9.95X7.02 folded;9.95X14.04 open,32,1,,,
32171,18.5x14.5cm folded; 18.5x29cm open,cm,7.21X5.66 folded;7.21X11.31 open,32,1,,,
32172,25.5x18cm folded; 25.5x36cm open,cm,9.95X7.02 folded;9.95X14.04 open,32,1,,,
32173,20x13.5cm,cm,7.8X5.27,,0,20.0,13.5,
32174,20x13.5cm,cm,7.8X5.27,,0,20.0,13.5,
32175,20.5x14.5cm,cm,8.0X5.66,,0,20.5,14.5,
32176,20x13.5cm,cm,7.8X5.27,,0,20.0,13.5,
32177,20x13.5cm,cm,7.8X5.27,,0,20.0,13.5,
32178,18x11cm,cm,7.02X4.29,,0,18.0,11.0,
32179,19x24cm folded; 19x48cm open,cm,7.41X9.36 folded;7.41X18.72 open,32,1,,,
32180,20x13.5cm,cm,7.8X5.27,,0,20.0,13.5,
32181,25.5x18cm folded; 25.5x36cm open,cm,9.95X7.02 folded;9.95X14.04 open,32,1,,,
32182,25.5x18cm folded; 25.5x36cm open,cm,9.95X7.02 folded;9.95X14.04 open,32,1,,,
32183,24x15.5cm,cm,9.36X6.04,,0,24.0,15.5,
32184,19x12.5cm,cm,7.41X4.88,,0,19.0,12.5,
32185,15x10cm,cm,5.85X3.9,,0,15.0,10.0,
32186,24x15.5cm,cm,9.36X6.04,,0,24.0,15.5,
32187,25.5x18cm folded; 25.5x36cm open,cm,9.95X7.02 folded;9.95X14.04 open,32,1,,,
32188,24x15cm folded; 24x30cm open,cm,9.36X5.85 folded;9.36X11.7 open,31,1,,,
32189,16.5x13.5cm folded; 16.5x27cm open,cm,6.44X5.27 folded;6.44X10.53 open,32,1,,,
32190,25.5x18cm folded; 25.5x36cm open,cm,9.95X7.02 folded;9.95X14.04 open,32,1,,,
32191,18x11cm folded; 18x22cm open,cm,7.02X4.29 folded;7.02X8.58 open,31,1,,,
32192,24x15.5cm,cm,9.36X6.04,,0,24.0,15.5,
32193,18x11cm folded; 18x22cm open,cm,7.02X4.29 folded;7.02X8.58 open,31,1,,,
32194,18x11cm folded; 18x22cm open,cm,7.02X4.29 folded;7.02X8.58 open,31,1,,,
32195,24x15.5cm,cm,9.36X6.04,,0,24.0,15.5,
32196,24x15.5cm,cm,9.36X6.04,,0,24.0,15.5,
32197,30x25.5cm,cm,11.7X9.95,,0,30.0,25.5,
32198,28x20.5cm folded; 28x41cm open,cm,10.92X8.0 folded;10.92X15.99 open,33,1,,,
32199,28.5x18cm folded; 28.5x36cm open,cm,11.12X7.02 folded;11.12X14.04 open,34,1,,,
32200,25.5x18cm folded; 25.5x36cm open,cm,9.95X7.02 folded;9.95X14.04 open,32,1,,,
32201,10x15cm,cm,3.9X5.85,,0,10.0,15.0,
32202,18x11cm folded; 18x22cm open,cm,7.02X4.29 folded;7.02X8.58 open,31,1,,,
32203,18x11cm folded; 18x22cm open,cm,7.02X4.29 folded;7.02X8.58 open,31,1,,,
32204,17x11cm,cm,6.63X4.29,,0,17.0,11.0,
32205,18x11cm folded; 18x22cm open,cm,7.02X4.29 folded;7.02X8.58 open,31,1,,,
32206,28x20.5cm folded; 28x41cm open,cm,10.92X8.0 folded;10.92X15.99 open,33,1,,,
32207,10.5x12.5cm,cm,4.09X4.88,,0,10.5,12.5,
