,Occurrance,Frequency
1464,"('CARD', '4.5X9.5')",1
1465,"('BOOKLET', '5X7.5')",1
1466,"('BROADSHEET', 'PHOTO')",1
1467,"('PHOTO', '6.25')",1
1468,"('COL', '6.5X4.25')",1
1469,"('ILLUS', '6.25X9.25')",3
1470,"('FOLDER', '6.75X11.25')",1
1471,"('ILLUS', '4.5X5')",1
1472,"('BOOKLET', 'PHOTOGRAPH')",2
1473,"('COVER', '8')",1
1474,"('CARD', '7.25X9.25')",1
1475,"('BROADSHEET', '6.0X10.75')",1
1476,"('BROADSIDE', '3')",1
1477,"('3', 'CARDS')",1
1478,"('BY', 'RED')",1
1479,"('RIBBON', 'ILLUS.COVER')",1
1480,"('ILLUS.COVER', '5')",1
1481,"('ILL', '5.25X7.5')",3
1482,"('FOLDER', '7.0X10.75')",1
1483,"('COL', '6X6.75')",1
1484,"('COL', '7.5X5')",1
1485,"('COL', '5.5X5')",1
1486,"('CARD', '5.75X7.75')",1
1487,"('COL', '5.75X8.15')",2
1488,"('BOOKLET', '12')",1
1489,"('12', 'PAGES')",1
1490,"('PAGES', '4.5')",1
1491,"('CAARD', 'ILL')",1
1492,"('COL', '4.25X7.25')",2
1493,"('3.5', 'X4.5')",1
1494,"('FOLDER', '4.75X7')",1
1495,"('8', 'PAGE')",1
1496,"('ILL', '6X8')",1
1497,"('7', 'X5.5')",1
1498,"('FOLDER', '5X7.5')",2
1499,"('COL', '4.50')",4
1500,"('COL', '9X12')",1
1501,"('ILLUS', 'COL.')",1
1502,"('COL.', '4X6')",1
1503,"('6', '25')",1
1504,"('7', '75')",1
1505,"('COL', '7.5X9')",1
1506,"('BOOKLET', '8')",1
1507,"('ILLUS', 'PHOTOGRAPH')",2
1508,"('PHOTOGRAPH', 'OF')",1
1509,"('OF', 'PRES.')",1
1510,"('PRES.', '5.75')",1
1511,"('COL', '5.25X6.5')",1
1512,"('COL', '4.5X4.5')",1
1513,"('ILLUS', '5.5X7.25')",2
1514,"('BOOKLET', '5.25X7.5')",2
1515,"('COL', '3.75X5')",1
1516,"('8.5', 'x')",67
1517,"('11', 'one')",1
1518,"('one', 'sheet')",1
1519,"('CARD', '8.25X9.5')",1
1520,"('BOOKLET', '6.25')",1
1521,"('ILLUS', '6X10')",3
1522,"('COL', '1901')",1
1523,"('1901', 'CALENDAR')",1
1524,"('CALENDAR', 'ATACHED')",1
1525,"('ATACHED', '5')",1
1526,"('FOLDERP', 'COL')",1
1527,"('ILLUS', '7X4.5')",1
1528,"('ILL', '6.5X5')",1
1529,"('ILL', '5.25X8.25')",1
1530,"('BOOKLET', 'PHOTOGRAPHS')",1
1531,"('PHOTOGRAPHS', '6.75')",1
1532,"('ILLUS', '8X6')",2
1533,"('X', '19')",1
1534,"('FOLDER', 'RIBBON')",2
1535,"('CARD', '5X4')",1
1536,"('CARD', '5.825X8.75')",1
1537,"('FOLDER', '6X8')",1
1538,"('CARD', '4.5X6')",4
1539,"('ILLUS', '8X11')",1
1540,"('CARD', '6.25X10.5')",1
1541,"('ILL', '4.75X5.5')",1
1542,"('BOOKLET', '6.25X8')",1
1543,"('COL', 'MENU')",1
1544,"('IN', 'SHAPE')",1
1545,"('SHAPE', 'OF')",1
1546,"('OF', 'MAP')",1
1547,"('MAP', '4')",1
1548,"('SILVER', 'PAPER')",1
1549,"('PAPER', '5.25')",1
1550,"('FOLDER', '4.6X6')",1
1551,"('ILL', '5.5X6.6')",1
1552,"('X', '3.5')",2
1553,"('CARD', '4.75X8.25')",1
1554,"('ILL', '5.5X7')",2
1555,"('CARD', '3.75X7.25')",1
1556,"('4', '25')",1
1557,"('BROADSHEET', 'ILLS')",1
1558,"('ILLS', 'COL')",1
1559,"('4.50', 'X')",3
1560,"('ILLUS', '4.50')",1
1561,"('BROADSIDE', '3.25')",1
1562,"('x', '5.25')",3
1563,"('COL', '9.75X13')",1
1564,"('ILL', '3X5')",1
1565,"('BROADSIDE', 'CARD.')",1
1566,"('CARD.', 'ILLUS.')",1
1567,"('ILLUS.', 'APPROX.')",1
1568,"('APPROX.', '2""')",1
1569,"('2""', 'x')",1
1570,"('x', '8""')",1
1571,"('COL', '8.5X11')",1
1572,"('FOLDER', '6.0X8.5')",3
1573,"('6.0X8.5', 'ILLUS')",3
1574,"('CARD', '3.75X5.25')",2
1575,"('BROADSIDE', '3.25X13')",1
1576,"('COL', '7.75X11.5')",1
1577,"('COL', '5X7/25')",1
1578,"('COL', '8.5X6.5')",1
1579,"('COL', '5X6X7')",1
1580,"('BROADSIDE', '9.25X12.5')",1
1581,"('FOLDER', '5.25X8')",2
1582,"('ILLUS', '3.5X6.5')",1
1583,"('COL', '3.75X6.5')",1
1584,"('BROADIDE', 'COL')",1
1585,"('CARD', '5.5X9.25')",1
1586,"('FOLDER', '4X7')",1
1587,"('COVER', '5.5')",1
1588,"('COL', '3.75X6')",3
1589,"('CARD', '6.5X8.75')",1
1590,"('COL', '3.5X6.75')",1
1591,"('BROADSHEET', '5.0X8.25')",2
1592,"('COLOR', '5.5')",2
1593,"('2', 'SEPARATE')",1
1594,"('SEPARATE', 'PAGES')",1
1595,"('PAGES', '6')",1
1596,"('10', '&')",1
1597,"('&', '6')",1
1598,"('ILLUS', '6X6.5')",1
1599,"('ILL', '7X7')",1
1600,"('COVER', 'RIBBON')",1
1601,"('TRIM', '6')",1
1602,"('BOOKLET', '12X16')",1
1603,"('ILLUS', '8.75X12')",1
1604,"('ILLUS', '5.7X8.7')",1
1605,"('ILL', '5.5X7.25')",2
1606,"('FOLDER', '4.75X7.5')",2
1607,"('FOLDER', 'ILLLUS')",1
1608,"('ILLLUS', '5.5X8.5')",1
1609,"('BY', 'RIBBONS')",2
1610,"('RIBBONS', 'ILLUS')",2
1611,"('ILLUS', '6.5X8.75')",1
1612,"('3', 'COLOR')",1
1613,"('COLOR', 'RIBBON')",1
1614,"('ILLUS', '4.75X5.75')",2
1615,"('ILL', '3.75X6')",1
1616,"('BROADSHEET', '6.0X11.0')",1
1617,"('BY', 'SILK')",1
1618,"('SILK', 'RIBBON')",1
1619,"('CARD', 'ILLUS.IN')",1
1620,"('ILLUS.IN', 'COLOR')",1
1621,"('SHEET', 'PRINTED')",1
1622,"('PRINTED', 'ON')",2
1623,"('ON', 'BOTH')",1
1624,"('BOTH', 'SIDES')",1
1625,"('ILLUS', '4.25X4.75')",1
1626,"('6.5', 'x')",20
1627,"('COL', '6X8.75')",1
1628,"('BROADSIDE', 'HANDWRITTEN')",1
1629,"('HANDWRITTEN', '4.25')",1
1630,"('6.5', 'ENGRAVED')",1
1631,"('HANDWRITTEN', '3X6')",1
1632,"('COL', '11X8.5')",2
1633,"('CARD', '6.75X10.5')",5
1634,"('BOOKLET', 'IN')",1
1635,"('IN', 'FORM')",1
1636,"('FORM', 'OF')",1
1637,"('OF', 'TREE')",1
1638,"('TREE', 'ILLUS')",1
1639,"('COL', '3.5X10')",1
1640,"('COL', '8.6X10.25')",1
1641,"('CARD', '5.5X7.75')",1
1642,"('COL', '5.6X8.6')",1
1643,"('BROADSHEET', '6X8.75')",1
1644,"('CARD', '3.5X6.5')",1
1645,"('COL', '7.5X10')",1
1646,"('COL', '8.5X12.5')",1
1647,"('CARD', '3.5X5.5')",3
1648,"('FOLDER', '3.75X5.75')",1
1649,"('ILL', '3.25X5')",1
1650,"('BROADSIDE', '5.5X7')",1
1651,"('FOLDER', '7.0X12.0')",1
1652,"('PHOTO', 'OF')",3
1653,"('OF', 'LOCOMOTIVE')",1
1654,"('LOCOMOTIVE', '8X10')",1
1655,"('COL', '3.50')",2
1656,"('3.50', 'x')",1
1657,"('x', '3.25')",1
1658,"('FOLDER', '7X14')",1
1659,"('ILLUS', '5.25.')",1
1660,"('5.25.', 'x')",2
1661,"('x', '8.25.')",1
1662,"('BOOKLET', '6X9.75')",1
1663,"('FOLDER', '6.75X10.0')",1
1664,"('CARDS', 'COL')",1
1665,"('COL', '6X6.5')",2
1666,"('FOLDER', '4X6.25')",2
1667,"('BROADSIDE', '[ON')",1
1668,"('[ON', 'PINK')",1
1669,"('PINK', 'SILK]')",1
1670,"('SILK]', '4.75X10')",1
1671,"('CARD', 'DECORATED')",1
1672,"('DECORATED', '4.25X7')",1
1673,"('CARD/5.5', 'X')",3
1674,"('COL', 'PHOTOS')",1
1675,"('PHOTOS', 'ON')",1
1676,"('COVER', '7.5')",1
1677,"('ILLUS', '4.6X6')",1
1678,"('FOLDER', '5.75X9.5')",1
1679,"('5.75X9.5', 'ILLUS')",1
1680,"('COL', '8.5X10.5')",1
1681,"('ILL', '4.5X7.5')",2
1682,"('ILLUS', '6.5X')",1
1683,"('6.5X', '10.25')",1
1684,"('FOLDER', 'SCALLOPED')",1
1685,"('SCALLOPED', 'EDGE')",1
1686,"('EDGE', 'RIBBON')",1
1687,"('TRIM', '4.50X7')",1
1688,"('COL', '8.5X10.75')",1
1689,"('COL', '4.5X9.5')",2
1690,"('ILLUS', '7.25X5.5')",1
1691,"('HANDWRITTEN', '4.5')",1
1692,"('BROADSIDE', '5.25X9.5')",1
1693,"('FOLDER', '7.25')",1
1694,"('FOLDER', '3.5X4.5')",1
1695,"('3', '1/2X7')",1
1696,"('COL', '7.25X9.25')",1
1697,"('4.5', '7.5')",1
1698,"('BOOKLET', '5.5X6.5')",1
1699,"('BROADSIDE', '6.5X8.75')",1
1700,"('CARD', 'FOLDR')",1
1701,"('FOLDR', '8.5')",1
1702,"('BROADSIDE', 'ILLUSLCOL')",1
1703,"('ILLUSLCOL', '4.25X7.25')",1
1704,"('ILLUS', '6X7.5')",1
1705,"('BROADSIDE', '3X5')",1
1706,"('ILL', '4.25X6')",1
1707,"('ILLUS', '4.25X10')",1
1708,"('BROADSIDE', '4.25X6.5')",1
1709,"('COL', '4.5X5.75')",2
1710,"('COVER', '8.25')",1
1711,"('ILL', '5X2.5')",1
1712,"('COL', '5.6X8')",2
1713,"('ILL', '9.5X7')",1
1714,"('COL', '10X12.5')",1
1715,"('COL', '6.75X10.25')",2
1716,"('3.5', 'x')",5
1717,"('BROADSHEET', '5.25X6.25')",1
1718,"('x', '9.25')",6
1719,"('COL', '3.25X4.5')",2
1720,"('FOLDER', '7X5.5')",1
1721,"('FOL', '4.5X5.5')",1
1722,"('CARD', '4X6.5')",4
1723,"('BOOKLET', '4.5X7')",1
1724,"('FOLDER', '5.25X8.75')",1
1725,"('COL', '2.5')",1
1726,"('2.5', 'X')",1
1727,"('4.5X6.75', 'ILLUS')",1
1728,"('X', '6.6')",1
1729,"('ILL', '5.5X6')",1
1730,"('4', '1/4X6')",1
1731,"('5', '5X8')",1
1732,"('COL', '3.75X8.6')",1
1733,"('4', '1/2X6')",1
1734,"('CARD', '4.75X6')",2
1735,"('BROADSIDE', 'AND')",1
1736,"('AND', 'FOLDER')",1
1737,"('8', 'AND')",1
1738,"('AND', '3.5')",1
1739,"('FOLDER', 'ENGRAVED')",2
1740,"('ENGRAVED', 'ILLUS')",2
1741,"('ILLUS', '7.5X5.25')",1
1742,"('4X6', 'COL')",1
1743,"('ILL', '5.75X9.5')",1
1744,"('COL', '6X12.5')",1
1745,"('ILLUS', '6.5X7')",1
1746,"('BROADSIDE', 'COLORED')",1
1747,"('COLORED', 'PRINT')",1
1748,"('3', '3/4X5.5')",1
1749,"('FOLDER', '4.5X6.0')",1
1750,"('4.5X6.0', 'ILLUS')",1
1751,"('FOLDER', '4.5X5.75')",1
1752,"('BROADSHEET', '4.50')",2
1753,"('COL', '6.75X11')",1
1754,"('ILL', '6.75X9')",1
1755,"('ILL', '4.5X5.5')",1
1756,"('x', '5.75')",4
1757,"('COL', '5.58.25')",1
1758,"('ILLUS', '5.25X4.25')",1
1759,"('ILL', 'COL?')",1
1760,"('COL?', '5')",1
1761,"('5', '1/2X81/2')",1
1762,"('BROADSIDE', '8X10.25')",1
1763,"('FOLDER', '4.25X5')",1
1764,"('ILLUS', '4X5.75')",2
1765,"('CARD', '6.75X12')",1
1766,"('FOLDER', '4.25X6.5')",1
1767,"('ILLUS', '3.75X5.75')",1
1768,"('ILLUS', '6X8.6')",1
1769,"('ILL', '7X11')",3
1770,"('BOOKLET', 'ILLUSTRATED')",1
1771,"('ILLUSTRATED', '6.75X9')",1
1772,"('FOLDER', '4.25X5.25')",1
1773,"('BROADSHEET', 'COLOR')",1
1774,"('COLOR', '5X7.75')",1
1775,"('ILL', '6.5X8.75')",1
1776,"('BROADSHEET', '5.75X10')",1
1777,"('CARD', '6.75X11.25')",1
1778,"('COL', '5X3.5')",1
1779,"('BROADSIDE', 'ALL')",1
1780,"('ALL', 'ITEMS')",1
1781,"('ITEMS', 'TYPED')",1
1782,"('TYPED', '8.25X11')",1
1783,"('BOOKLET', '5.25')",1
1784,"('folder', '7')",3
1785,"('x', '5.5')",2
1786,"('5.5', 'in.')",1
1787,"('FOLDER', '4.75X6.5')",1
1788,"('COL', '5.25X6.50')",1
1789,"('COLOR', 'ILLUS.')",1
1790,"('ILLUS.', '5.5')",1
1791,"('ILL', '4.25X5.25')",1
1792,"('IN', 'COL')",1
1793,"('CARD', '8.5')",1
1794,"('COL', '4.25X6.6')",1
1795,"('BROADSIDE', '3.5X5.25')",1
1796,"('ILL', '5.5X6.5')",2
1797,"('FOLDER', '4.75X7.25')",1
1798,"('COL', '3.6X5.6')",1
1799,"('ILL', '4.5X11.5')",1
1800,"('COL', '5.75X8.25')",2
1801,"('COL', '8.5X9.5')",1
1802,"('FOLDER', 'GREY')",1
1803,"('GREY', 'COL')",1
1804,"('COL', '8X12')",1
1805,"('COL', '4X9.25')",2
1806,"('COL', '5.6X19.6')",1
1807,"('ILLUS', '6.75X8.25')",1
1808,"('BROADSIDE', '8.25')",1
1809,"('BOOKLET', '16')",1
1810,"('16', 'X')",1
1811,"('TRIM', '9.75X12')",1
1812,"('3.5X5', 'ILLUS')",1
1813,"('FOLDER', '3')",1
1814,"('3', '5')",1
1815,"('ILLUS', '8X10.5')",1
1816,"('ILLUS', '6.75X7')",1
1817,"('ILL', '5X6.25')",1
1818,"('BROADSIDE', 'CARD')",1
1819,"('FOLDER', '6X9.75')",1
1820,"('TRIM', '5.25X8')",1
1821,"('CARD', 'ROYAL')",1
1822,"('ROYAL', 'EMBLEM')",1
1823,"('EMBLEM', '3X5')",1
1824,"('CARD', '3.25X5.75')",1
1825,"('HOTEL', '5.5')",1
1826,"('x', '9""')",1
1827,"('ILLUS', '5.75X4')",1
1828,"('COL', '6.25X12')",1
1829,"('FOLDER', 'ILLUSTRED')",1
1830,"('ILLUSTRED', 'COL')",1
1831,"('COL', '5.5X7.2')",1
1832,"('COLOR', '3.75')",1
1833,"('BROADSIDE', '4X6')",1
1834,"('ILL', '5.5X8')",1
1835,"('BROADSIDE', '3.25X5')",1
1836,"('ILLUS', '3.75X4.5')",1
1837,"('FOLDR', 'ILLUS')",1
1838,"('CARD', '3.25X5.5')",1
1839,"('COL', '3.75X5.6')",1
1840,"('CARD', '4X7')",1
1841,"('COL', '7X5.5')",1
1842,"('6X7', '75')",1
1843,"('TRIM', 'PHOTO')",1
1844,"('PHOTO', '5')",1
1845,"('BOOKLET', '4.25X7.5')",1
1846,"('FOLDER', '4.74')",2
1847,"('4.74', 'X')",2
1848,"('TRIM', '6.25')",1
1849,"('CARD', 'BROADSHEET')",1
1850,"('COL', '4.6X6.25')",2
1851,"('FOLDER', '5.5X9')",1
1852,"('COL', '7.75X5.5')",1
1853,"('FOLDER', '2.50')",1
1854,"('2.50', 'x')",1
1855,"('x', '5')",71
1856,"('COL', '6X8.15')",1
1857,"('ILLUA', 'COL')",1
1858,"('COL', 'FOLDER')",1
1859,"('X', '14.5')",1
1860,"('ILLUS', '7.5X5.75')",1
1861,"('BROADSHEET', '5.25X9.25')",1
1862,"('FOLDERL', 'ILLUS')",1
1863,"('FOLDER', '6X7.6')",1
1864,"('ILLUS', '5.75X9')",1
1865,"('CARD', '4X6/5')",1
1866,"('BROADSIDE', '3.5X7')",1
1867,"('4', '5X7.0')",1
1868,"('ILLUS', '5X3.5')",1
1869,"('BROADSIDE', '6.5X7.5')",1
1870,"('COL', '5X9.5')",1
1871,"('ILL', '6.25X5')",1
1872,"('COL', '3.25X3.5')",1
1873,"('FOLDER', '3.75X7')",1
1874,"('ILL', '4X5.25')",1
1875,"(""CARD'"", 'ILLUS')",1
1876,"('ON', 'FRONT')",1
1877,"('FRONT', '&')",1
1878,"('&', 'BACK')",1
1879,"('BACK', '4.5')",1
1880,"('7', '1/8')",1
1881,"('COL', '5.5X6')",1
1882,"('4.5', 'X6.25')",1
1883,"('CARD', '4.4')",3
1884,"('GOLD', 'BLACK')",1
1885,"('BLACK', 'COVER')",1
1886,"('COVER', '4.5')",2
1887,"('BROADSHEET', '44.5')",1
1888,"('44.5', 'X')",1
1889,"('COL', '8.75X11')",1
1890,"('COL', '3.75.X5.5')",1
1891,"('PHOTOGRAPH', '5.5')",2
1892,"('BOOKLET', '4.5X5.5')",1
1893,"('X', '7.')",1
1894,"('BROADSIDE', '5X8.5')",1
1895,"('ILL', '6.75X10.75')",1
1896,"('FOLDER', '5.25X8.25')",1
1897,"('ILLUS', 'CIOL')",1
1898,"('CIOL', '6.5')",1
1899,"('COL', '4.5X7.75')",2
1900,"('BLUE', 'RIBBON')",1
1901,"('TRIM', 'ON')",1
1902,"('EMBLEM', '3.5X5')",1
1903,"('COL', '14X9')",1
1904,"('ILLUS', '8.5X14')",1
1905,"('ILLUS', '4X4.75')",1
1906,"('COL', '8.5X12.25')",1
1907,"('ILL', '5X7.5')",2
1908,"('DECORATION', 'COL.')",1
1909,"('PRINTING', '3.25')",1
1910,"('ILLUS', '8.25X12')",1
1911,"('COL', '4.4X7')",1
1912,"('3.5X5', 'COL.')",1
1913,"('BROADSIDE', '5.5X9.75')",1
1914,"('BROADSIDE', '5.25.')",1
1915,"('COL', '4.25X5.25')",2
1916,"('CARD', '8X5.25')",1
1917,"('CARD', '8X7')",1
1918,"('CARD', '7.0X11.0')",1
1919,"('ILLUS', '9X6.25')",1
1920,"('CARD', '4.25X')",1
1921,"('4.25X', '6.25')",1
1922,"('ILLUS', '4.25X7.25')",1
1923,"('ILLUS', '5.8')",1
1924,"('CARD', '8X12')",1
1925,"('TRIM', 'GOLD')",1
1926,"('DECORATION', '5')",1
1927,"('5', 'X6.5')",1
1928,"('BROADSIDE', '5.25X8.75')",1
1929,"('THREE', 'CARDS')",1
1930,"('ILLUS', '4.25X6[MENU]')",1
1931,"('4.25X6[MENU]', '4.5X5.25[TOASTS]')",1
1932,"('COLOR', '6')",1
1933,"('COL', '5.25X5.25')",1
1934,"('BROADSHEET', '7.25X14')",1
1935,"('CARD', '5.5X14')",1
1936,"('FOL', '5.25X6.5')",1
1937,"('BROADSIDE', '4.25X6.75')",1
1938,"('BROADSHEET', '5.5X6.75')",1
1939,"('5.5X6.75', 'ILLUS')",1
1940,"('CARD', '6.6X9.25')",1
1941,"('3.50', 'X')",1
1942,"('X', '5.50')",1
1943,"('ILLUS', '4.75X6')",2
1944,"('COL', '6.5X9.25')",1
1945,"('BROADSIDE', '3.75X5')",1
1946,"('COL', '5.6X8.25')",1
1947,"('DOUBLE', 'CARD')",1
1948,"('ILLUS', '5.50')",1
1949,"('FOLDER', 'CL')",1
1950,"('CL', 'ILLUS')",1
1951,"('BROADSHEET', '3.25')",1
1952,"('BROADSIDE', '6.0X11.0')",1
1953,"('COL', '5.75X9.25')",1
1954,"('CARD', 'BOOKLET')",1
1955,"('COL', '8X10')",2
1956,"('COL', '4.75X7.6')",1
1957,"('PHOTOGRAPH', 'COL')",1
1958,"('CARD', '7.0X9.5')",1
1959,"('COL', '3.5X4.25')",1
1960,"('COL', '2.75X5.6')",1
1961,"('FOLDER', '3.25X5.5')",1
1962,"('BOOKLET', '3.5X5')",1
1963,"('10""', 'x')",1
1964,"('x', '15""')",1
1965,"('FOLDER', '6.5X10.0')",1
1966,"('COL', '5.6X8.75')",1
1967,"('COL', '5.25X10.5')",1
1968,"('COL', '3.6X6.6')",2
1969,"('COL', '7.25X6.5')",1
1970,"('BROADSIDE', '4.25X5.5')",1
1971,"('CARD', '3.75X6.5')",1
1972,"('BOOKLET', '5.75X9')",1
1973,"('FOLDER', '5.5X9.0')",1
1974,"('ILL', '4.75X6.25')",1
1975,"('COL', '7.75X5')",1
1976,"('ILLUS', '9.5X13')",1
1977,"('COL', '8.25X11.25')",1
1978,"('COL', '8.5X14')",1
1979,"('COLOR', '6.75')",1
1980,"('ILLUS', '4.25X8.75')",1
1981,"('COL', '5.75X11')",1
1982,"('3.5', 'X6.5')",1
1983,"(""FOLDER'ILLUS"", 'BORDER')",1
1984,"('BORDER', '6.75X9.75')",1
1985,"('3', 'x')",1
1986,"('9.25', 'ILLUS')",1
1987,"('BROADSIDE', 'HPTEL')",1
1988,"('HPTEL', 'EMBLEM')",1
1989,"('CARD', '4/5X6/75')",1
1990,"('ILLUS', '8.5X11')",1
1991,"('ILLUS', '5X9.25')",1
1992,"('7.75', 'RIBBON')",1
1993,"('ILLUS', '3.5X6')",1
1994,"('ILLUS', ""5X7'"")",1
1995,"('ILLUS', '11/25')",1
1996,"('11/25', 'X')",1
1997,"('X', '4/25')",1
1998,"('OF', 'GUEST')",1
1999,"('GUEST', '6.25X9')",1
2000,"('FOL', '6.5')",1
2001,"('x', '9.5')",29
2002,"('ILLUS', '5.25X7.25')",2
2003,"('X', '45')",1
2004,"('ILL', '4X7')",1
2005,"('EMBLEM', '4.25X7')",1
2006,"('COL', '4.5X9.25')",1
2007,"('COL', '6.26')",1
2008,"('6.26', 'X')",1
2009,"('FOLDER', '6.25X10')",1
2010,"('COL', 'STRIPED')",1
2011,"('STRIPED', 'RIBBON')",1
2012,"('TRIM', '5.5')",1
2013,"('BOOK', 'ILL')",1
2014,"('ILL', '10.5X11.25')",1
2015,"('ILLUS', '3.25X7')",1
2016,"('COL', '6X8.25')",1
2017,"('COL', '6.25X6.75')",1
2018,"('BOOKLET', 'PHOTO')",1
2019,"('OF', 'BANK')",1
2020,"('BANK', 'COL')",1
2021,"('COL', '3.25X5.75')",1
2022,"('ILLUS', '7X11.25')",1
2023,"('CIRCULAR', 'ENGRAVED')",1
2024,"('ENGRAVED', 'BROADSIDE')",1
2025,"('BROADSIDE', '5.5X5.5')",1
2026,"('COL', 'RED')",1
2027,"('RED', 'SEAL')",1
2028,"('SEAL', 'OF')",1
2029,"('OF', 'US')",1
2030,"('US', '7.5')",1
2031,"('ILLUS', '4X6.25')",2
2032,"('ILL', '6.5X7')",1
2033,"('FOLDER', '3.6X4.6')",1
2034,"('BROADSHEET', '4')",1
2035,"('BOOKLET', '6X4.75')",1
2036,"('COL', '7.5X10.25')",1
2037,"('5.0X8.0', 'ILLUS')",1
2038,"('BOOKLET', '6.75')",1
2039,"(""FOLDER'ILLUS"", 'COL')",1
2040,"('ILL', '4X5')",1
2041,"('ILLUS', '7X11.5')",1
2042,"('5.5X8.25', 'ILLUS')",1
2043,"('COL', '9.6X11.6')",1
2044,"('ILLUS', 'SEEM')",1
2045,"('SEEM', 'TO')",1
2046,"('TO', 'BE')",1
2047,"('BE', 'HAND')",1
2048,"('HAND', 'PAINTED')",1
2049,"('PAINTED', 'COL')",1
2050,"('BROADSIDE', 'HATEL')",1
2051,"('HATEL', 'EMBLEM')",1
2052,"('BROADSIDE', '7.5')",1
2053,"('CARD', '6.75X4.25')",1
2054,"('4', '5X7')",1
2055,"('ILL', '6X4')",1
2056,"('ILLUS', '3.5X5')",1
2057,"('COL', '6X7.50')",1
2058,"('7.0X11.0', 'COL')",1
2059,"('BOOKLET', 'COLO')",1
2060,"('COLO', '7')",1
2061,"('ILL', '6.5X8.5')",1
2062,"('FOLDER', '6.5X10')",1
2063,"('COL', '5X11')",1
2064,"('COL', '3X7.5')",1
2065,"('COL', '4.5X.6.5')",1
2066,"('COL', '5X5.25')",1
2067,"('CARD', '6X9.25')",1
2068,"('CARD', '4X5.75')",1
2069,"('COL', '3.75X7.25')",1
2070,"('FOLDER', '2.75X4.75')",1
2071,"('BROADSIDE', '4.5X6.25')",1
2072,"('BROADSIDE', '4.5X7.5')",1
2073,"('FOLDER', '5.25X7')",1
2074,"('CARD', '5.75X7.25')",1
2075,"('FOL', 'COL')",1
2076,"('ILLUS', 'SILVER')",1
2077,"('SILVER', 'ON')",1
2078,"('ON', 'WHITE')",1
2079,"('WHITE', '3')",1
2080,"('ILL', '4.75X7.75')",1
2081,"('BROADSIDE', '6X10')",1
2082,"('BROADSHEET', '6.75')",1
2083,"('COL', '4.6X6.75')",1
2084,"('ILLUS', '8X9.6')",1
2085,"('ILLUS', '2.75')",1
2086,"('4', '1/2X61/4')",1
2087,"('BOOKLET', '4X7')",1
2088,"('COL', 'GOLD')",1
2089,"('GOLD', 'SEAL')",1
2090,"('SEAL', 'ON')",1
2091,"('Booklet', '8.25')",21
2092,"('8.25', 'x')",63
2093,"('x', '11.5')",47
2094,"('11.5', 'inches')",47
2095,"('Folder', '7.25')",6
2096,"('10', 'inches')",27
2097,"('Folder', '8.5')",19
2098,"('6', 'inches')",10
2099,"('Booklet', '9.75')",6
2100,"('9.75', 'x')",32
2101,"('x', '12.5')",54
2102,"('12.5', 'inches')",51
2103,"('Booklet', '8.5')",11
2104,"('Folder', '5.75')",12
2105,"('8.5', 'inches')",15
2106,"('Booklet', '4.75')",2
2107,"('6.25', 'inches')",5
2108,"('Folded', 'set')",1
2109,"('set', 'of')",1
2110,"('of', 'postcards')",1
2111,"('postcards', '7')",1
2112,"('x', '4.5')",1
2113,"('4.5', 'in.')",1
2114,"('in.', 'folded')",2
2115,"('folded', '7')",1
2116,"('x', '30.5')",1
2117,"('30.5', 'in.')",1
2118,"('in.', 'extended')",1
2119,"('Folder', '8.25')",18
2120,"('Folder', '11')",14
2121,"('11', 'x')",46
2122,"('9', 'inches')",14
2123,"('Tri-fold', '9.75')",2
2124,"('x', '13.25')",14
2125,"('13.25', 'in.')",1
2126,"('folded', '9.75')",1
2127,"('x', '26')",1
2128,"('26', 'in.')",1
2129,"('in.', 'unfolded')",1
2130,"('Booklet', '8.75')",4
2131,"('8.75', 'x')",23
2132,"('Folder', '5.5')",7
2133,"('8', 'inches')",15
2134,"('Folder', '9.25')",11
2135,"('9.25', 'x')",19
2136,"('x', '13')",36
2137,"('13', 'inches')",35
2138,"('Card', '4.5')",2
2139,"('7', 'inches')",6
2140,"('Folder', '9.5')",21
2141,"('9.5', 'x')",57
2142,"('x', '12')",52
2143,"('12', 'inches')",50
2144,"('Folder', '10.75')",2
2145,"('10.75', 'x')",7
2146,"('x', '14')",52
2147,"('14', 'inches')",50
2148,"('Card', '5.75')",2
2149,"('x', '8.75')",8
2150,"('8.75', 'inches')",8
2151,"('Folder', '10')",15
2152,"('10', 'x')",64
2153,"('x', '14.5')",21
2154,"('14.5', 'inches')",20
2155,"('Tri-fold', '5.75')",2
2156,"('11', 'inches')",45
2157,"('inches', 'folded')",39
2158,"('Folder', '8.75')",7
2159,"('Folder', '9.75')",12
2160,"('x', '10.25')",9
2161,"('10.25', 'inches')",8
2162,"('Booklet', '3.5')",2
2163,"('5.25', 'inches')",2
2164,"('x', '15')",18
2165,"('15', 'inches')",17
2166,"('8.25', 'inches')",27
2167,"('Folder', '8')",15
2168,"('8', 'x')",63
2169,"('x', '10.5')",19
2170,"('10.5', 'inches')",19
2171,"('inches', 'laminated')",48
2172,"('x', '11.75')",39
2173,"('11.75', 'inches')",40
2174,"('Folder', '6.75')",4
2175,"('6.75', 'x')",6
2176,"('x', '10.75')",6
2177,"('10.75', 'inches')",6
2178,"('Folder', '7.5')",7
2179,"('7.5', 'x')",20
2180,"('x', '12.25')",18
2181,"('12.25', 'inches')",17
2182,"('Folder', '9')",24
